Insult,Date,Comment,Usage
0,,Love it so funny
0,,"HAHA i think this is a very clever video. And i am all for gay marriage, i support it. But i cant see females marrying gay men anytime soon."
0,,this is just sooo awesome man
0,,What a sad ending....Terrible bed time story shame on you sir...
0,,I cannot compete with a ceche
0,,"i am gay and way butcher than these guys but yes, beware.  we make them feel way better about themselves. and our cologne doesn't reek."
0,,a motherfucking ciche guys 
0,,Not every gay man is feminine.
0,,A MOTHER FUCKING KEESH
0,,CASSANDRA IS BEING A BITCH!
0,,Awesome !
0,,I don't give a shit if you marry my girlfriend go right ahead she's a slut anyways she will go for anything that move including gays lesbians and bisexuals so im fine with it
0,,"its not like that in every relationship, its pretty stupid to say that"
0,,HA GAYYYYYYYYY!!!!!!!
0,,"I agree, i don't like them either. Yesterday one faggot followed me and as I turned around he would hide behind a tree or something. Jesus It was so awkward and weird dude..."
1,,"*BERRRRR* Sorry, incorrect. Don't use your stupid fucking stereotypes when talking about gay couples. I am feminine, but I have tons of gay friends that do not associate themselves with feminine things such as I, and vice versa with my lesbian friends. The only reason I feel the need to look pretty is because I like to look pretty. Not because of my sexuality. Seriously, just fucking, stop."
0,,"Well that was scarry. I support gay marriage just as long as both chicks are hot.... Oh, and own a camera."
0,,And that's the story of why no one likes you.
0,,Is that guy in the kitchen wearing the Dexter murder shirt?
0,,Every straight guy needs a gay friend.
0,,BEST THING EVER
1,,hey dont mock gays ...faggot
0,,"I still love this video so much. Seriously I love you, college humor. I love you!!"
0,,you are death stars and we are an army of fabulous Luke Skywalkers! haha Awesome!
0,,I still love this video :)
0,,Thank you!
0,,"So, you gave no legitimate reason to hate homosexuals. You just stated something that doesn't really have any weight to it at all."
0,,pseudo-conservatives?
0,,"Oops, I meant any of these guys XD"
0,,Maybe some lesbians wish they were men and some Gay men wish they were women.. Duh..?
0,,Well in my opinion a girls vagina aswell as the b-hole can feel really good :)
0,,So do you feel awkward if you think a women next to you is attracted to you?
0,,"Wait, you just made an anti-gay comment, but you're defending incestuous persons.Oh, sarcasm.I should make it clear, I'm against discrimination against either kind of person."
0,,"If your a woman, your probably in the clear.If your a man, all hetero women aren't attracted to you, right?"
0,,i want quiche...
0,,@Scarlet3Foxtrot I agree on what you have said.
0,,"Look, we found another one!"
0,,CRAAAAABBB PEOPLE!!!!
0,,That's discriminating against incestuous people. How is it any different from homosexuals. It's just two people loving each other right?
0,,They wouldn't feel the need to be girly if it wasn't because you're supposed to have a man and a woman in a relationship.
0,,"If it's normal for two men or two women to be in a relationship, then why does at least one of them act like the opposite sex. Why do gay men feel the need to be feminine, and why does as least one female in a lesbian relationship dress like a man and cut their hair short? BECAUSE YOU'RE SUPPOSED TO HAVE A MAN AND A WOMAN!"
0,,y'all as republican im a little Redneck but i think Gay marriage is a constitutional matter and the Sutto-Concervatives aka Teapartiers are Policy Mavericks and dont uphold anti-discrimination law because it will hurt their cause
1,,"Fine marry my girl friend,i will fuck ur boy friend ...bet i can. One more what are u going to do when she goes crazy mode. Women at that point dont want to go dancing or ur fucking quiche all they want is to stab u with a fork. Takes a real man to deal with a women in crazy mode....plus who will change the tire take out the trash clean the gutters and im pretty sure her father hates ur butt lovin ass"
0,,This is the most fucking brilliant thing I have ever seen.
0,,OKAY SO WHAT THE HELL DOESN JESUS HAVE TO DO WITH THIS VID
0,,Two words: challenge accepted.
0,,in just 1day you became the most hated user in this video (that i know of) how does it feel?
0,,"(continued 4)Namely, that apostasy & those who follow it, carries a fairly universal fate across nearly all of the various sects of Christendom, (save those who embrace annihilationist dogma of course), that being an eternity burning in eternal torment of the lake of fire.So by all means continue your threats of eternal damnation, just understand that if you are right, in all likelihood you will be joining all the fags"" in that very same hell."""
0,,"(continued 3)is in fact the correct one. As this would require an understanding of not just scripture, but the history behind the various translations & retranslations that arisen over the centuries, & the doctrinal disputes that given rise to the various sects currently in existence & extinct at this particular time.I doubt you have a tenth of the required learning, which is rather entertaining for a very simple reason.(break 4)"
0,,"(continued 2)Like the vast majority of Christians you probably have no understanding of the Pagan roots of the vast majority of the holidays you celebrate either.The point of all this in case you are wondering is a very simple one. namely your assertion that eternal fate being a positive one based on your adherence to a religious dogma.The problem with that assertion is very simple, in all likelihood lack the prerequisite knowledge to even explain why the dogma you adhere to (break 3)"
0,,"(continued)Like most Christians you probably have no understanding of the doctrinal differences between just to name a few The Jehovah's Witnesses, The Mormons, The Orthodox Church, The Catholic Church, or the various protestant rooted denominations that sprang up in the centuries following Martin Luther.Nor in all likelihood do you have any knowledge regarding Christian sects deemed heretical in the past & stamped out like the Gnostics & the Cathars or the reasons behind it.(break 2)"
0,,"Based on what?Like the vast majority of supposed Christians in all likelihood you can't be bothered to read your bible, don't attend church for anything other than a convenient social gathering, & don't pray unless you intend to stuff your face or you want something.Like most supposed Christians you probably have no knowledge of the Apocrypha, the first council of Nicaea, or the origin of rapture dogma just to name a few things.(break)"
0,,"Matthew 7:1 - Judge Not, That You Be Not Judged."""""
0,,I'm on the weird side of YouTube
0,,We will.......
0,,lol good one fossy111
0,,"1. And who cares if they're girly""? That shouldn't even be a thing to hate. That's the same as saying ""well I hate people with blue eyes"".2. Well you seem to have a bad case of paranoia."""
0,,I do love this video. Although I can't help but think it is giving the girlfriend too much of a passive role in all this..it's kind of objectifying the girlfriend here.
1,,"u are the on making an assumption that all people who oppose gay marriage are rednecks, i assure u they are not, and u are the close minded one for thinking that everyone should think like you in the fact that they should support gay marriage, so go lick a vagina, oh wait it might burn ur lips from its cooties"
0,,LOL! Love this video.
0,,"You don't understand it, it's something different, something strange, and that's why you're repulsed by it. Perfectly understandable. Everyone's scared of something they don't understand.But in every sense, why should two men who love each other creep you out? It shouldn't, and you know it. But kudos for being honest about it.I personally believe gay rights is VERY important, possibly even more so than human trafficking. Educate yourself, there's a stream of facts that backs up my claim."
0,,"Well, looks like I need to support gay marriage now"
0,,"right"" can be interpreted any way; religiously, biologically, socially, etc. for me it is just that feeling a person gets when they feel as something is not normal or off-key"""
0,,"I can already tell i am going to get flack for this but whatever I do not like the idea of homosexuality It creeps me out a little and i don't find it to be right"" That being said i am straight so i think it would be natural to be rather repulsed by the idea. But for the rest of the world I don't care You do what you want I have my opinion like i have one of every person i know I would preferably like to skip the gay rights lecture and focus on something more important like human trafficking"""
0,,unless one of them has an x-wing
1,,Chances are gay men are not attracted to you in any way. Why I hear you cry? Cos you're a douchebag!
0,,"I have never understood this. Do you also get the feeling that every straight woman is attracted to you? That is not only a completely ignorant thing to think, but is also extremely egotistical. And who the hell cares if a gay dude is effeminate? Is that affecting your life in a negative way somehow?"
0,,I am a lesbian don't like the name but it is what it is. Been married 15 years now have know my partner more that 25 years. I think this idea is fantastic yes I said it. Me and my partner are all for this. Don't know what we would do without you guys so much fun and best friends ever.
0,,"I generally do not like gay people. The reason for that is that gay people in general are very girly (eg. All of the ones in this video) and act like women in every way. Also, i feel uncomfortable when a gay guy is around me or i talk to one because i get the feeling that he might be attracted to me and it is very awkward..."
0,,well im converted
0,,100% true hahahahaha
0,,you never take my girls :P
0,,the death star could wipe out an army of luke skywalkers. just saying :)
0,,i support gay marriage because there are way too many people on the planet. maybe not the best reason but hey you asked for it  ;)
0,,LOVE THIS lol. I'm so glad that we're moving closer toward equality for all! You WILL have your happy ending!
0,,rednecks are funny
0,,"At least I'm not believing writing from a 2,000 year old book."
0,,YOUR BEST FRIENDS GAY SO THERE'S A GOOD CHANCE HE DOESN'T KNOW WHAT HE LIKES.  OR IS THAT BI? EHH SAME DIFFERENCE
0,,I totally wish i had a gay best friend... a man can really learn a lot =)
0,,"I agree with you, and I'm straight. Gay/Lesbians have a right to express who they are freely, like straights do. Its ridiculous that they can't get married at some places, and its stupid. One of my best friends are gay, and he's probably the smartest person/funniest person I've met. So let these awesome people have the freedom of speech and such, like our founding fathers intended."
0,,"Haha the joke on you, i dont have a girlfriend!"
0,,Hilarious and oh so true.
0,,3545 people are mad cos they know it's true.
0,,"And the 100,000+ people know that it's the right thing."
0,,"I love rednecks. I hate obama and gay people"". Their insanely low IQ, made from incest family sex, just makes me feel so insanely smart. Thank you rednecks, for being so low. have a nice day :)"""
0,,I agree with you..except I don't like Obama so I'm not sure if I should agree or...XD I just don't like what OneMiley said..and relationships aren't all about sex..
0,,I'M PRETTY SURE MY GIRLFRIEND WOULDN'T LIKE A DICK COVERED IN SHIT. JUST SAYING
0,,"I'M PRETTY SURE THAT MY BEST FRIEND WHOSE GAY WOULDN'T LIKE A VAGINA COVERED IN PUSSY JUICE, PEE WIPED UP, AND PUBIC HAIR. JUST SAYING"
0,,I bb
0,,"If any man come to me, and hate not his father, and mother, and wife, and children, and brothers, and sisters, yea, and his own life also, he cannot be my disciple."" -Jesus"""
0,,Hahaha LOL
